"국가별","항목","단위","2014 년","2015 년","2016 년","2017 년","2018 년","2019 년","2020 년","2021 년","2022 년","2023 년",
"덴마크","- 사회적 지원 부족[%]","%","4.33622","4.01144","4.54866","4.78669","4.17136","4.22709","5.25358","5.49632","2.96937","",
"덴마크","- 개인 관계에 대한 만족도[척도]","척도","","","","","8.29727","","","","8.14625","",
"덴마크","- 개인 관계에 대한 만족도 점수 5 이하[%]","%","","","","","4.92605","","","","5.49235","",
"덴마크","- 개인 관계 만족도 상위 5분위[5분위]","5분위","","","","","1.81635","","","","1.91822","",
"덴마크","- 정부에 의견을 반영할 권리가 있음[%]","%","","","","","","","","39.88505","","",
"덴마크","- 정부에 의견을 반영할 권리가 없음[%]","%","","","","","","","","36.99029","","",
"덴마크","- 투표율[%]","%","","85.89","","","","84.6","","","84.16","",
"덴마크","- 녹지 공간 접근성[%]","%","","","","","59.49714","","","","","",
"덴마크","- 공기 오염에 노출[%]","%","99.86","99.86","99.86","99.86","99.86","99.86","99.86","","","",
"덴마크","- 살인사건[명]","명",".7",".6",".7",".8",".5",".6",".7","","","",
"덴마크","- 밤에 안전하다고 느끼는 정도[%]","%","84.49454","84.49454","84.49454","86.52841","86.52841","86.52841","87.11945","87.11945","87.07865","87.07865",
"덴마크","- 밤에 안전하지 않다고 느끼는 정도[%]","%","17.10842","12.95048","15.61583","16.06493","12.03906","11.78065","13.96857","11.52178","12.1253","",
"덴마크","- 교통사고 사망[명]","명","3.23427","3.14503","3.69705","3.04413","2.95787","3.42744","2.79936","2.22601","2.62198","",
"덴마크","- 삶의 만족도[척도]","척도","","","","","7.84306","","","7.54352","7.70157","7.5",
"덴마크","- 삶의 만족도 점수 5 이하[%]","%","","","","","6.93481","","","7.98736","7.11547","",
"덴마크","- 삶의 만족도 점수 상위 5분위[5분위]","5분위","","","","","2.08323","","","2.24493","2.17007","",
"덴마크","- 부정적인 감정 균형[%]","%","9.48594","9.48594","9.48594","8.76774","8.76774","8.76774","9.58026","9.58026","11.23212","11.23212",
"에스토니아","- 가계 및 비영리단체 1인당 순조정가처분소득[US$]","US$","20388","21605","22496","23288","24595","25494","25885","27036","25673","",
"에스토니아","- 평균 가계 가처분소득 상위 5분위[5분위]","5분위","6.2","5.8","5.4","5.2","5.2","5.1","5.2","5.6","","",
"에스토니아","- 중위 순자산[US$]","US$","","","","85222","","","","","","",
"에스토니아","- 자산 상위 10분위[%]","%","","","","58.10742","","","","","","",
"에스토니아","- 상대적 소득 빈곤선 이하의 가계 가처분소득[%]","%","15.7","16","15.8","15.8","16.3","14.9","15.8","16.5","","",
"에스토니아","- 생계 유지를 위한 어려움[%]","%","19.7","16.2","15.4","14.3","13.9","11.2","9.1","7.8","9.5","11.6",
"에스토니아","- 연간 국가 상대 소득 빈곤선의 3개월치 이하의 동등액 액면 금융자산[%]","%","","","","52.07","","","","","","",
"에스토니아","- 고용률[%]","%","76.744","78.444","78.235","79.99","80.428","81.287","80.71","81.002","83.453","83.592",
"에스토니아","- 성별 임금 격차[%]","%","28.33935","","","","22.68116","23.16746","19.60215","20.42898","20.52092","",
"에스토니아","- 장기 실업률[%]","%","3.39746","2.40274","2.19401","1.98288","1.35122",".9119","1.19926","1.63911","1.31119","",
"에스토니아","- 취업, 교육 또는 훈련을 받지 않는 청소년[%]","%","12.31526","10.88139","9.60785","9.80498","10.67086","7.21304","8.85542","11.60848","11.67065","",
"에스토니아","- 노동 시장 불안정성[%]","%","6.18159","4.99995","5.41658","","","","","","","",
"에스토니아","- 직무 부담[%]","%","","23.0036","","","","","","","","",
"에스토니아","- 장시간의 유급 근무[%]","%","3.29","3.31","2.64","2.42","2.7","2.58","2.18","2.1","1.51","",
"에스토니아","- 연간 평균 총 소득[US$]","US$","26232","27434","28837","29500","31391","33006","35128","37317.82297","34704.57152","",
"에스토니아","- 총 중위 소득의 2/3 미만을 버는 전일제 근로자[%]","%","20.42857","","","","19.70833","20.3","19.4","19.9","19.38445","",
"에스토니아","- 상위 소득 10분위의 전일제 근로자[10분위]","10분위","3.78497","","","","3.53846","3.64377","3.5173","3.44073","3.71697","",
"에스토니아","- 과밀 주거 가구[%]","%","9.67446","8.34872","8.30134","8.76618","8.00666","9.95","8.8895","11.83085","12.59833","",
"에스토니아","- 주거 비용 부담[%]","%","81.76706","82.25266","82.56987","82.83349","83.18429","82.90168","83.14248","80.93771","78.19345","",
"에스토니아","- 주거 비용 과부담[%]","%","25.33457","15.70177","16.25455","18.1165","12.38899","17.95704","22.25998","18.41983","11.02662","",
"에스토니아","- 기본 위생시설에 접근하지 못하는 저소득 가구[%]","%","16.3043","16.22645","14.58999","13.8251","13.57408","13.52348","11.61134","","","",
"에스토니아","- 가정 내 인터넷 접속 여부[%]","%","81.2006","86.9123","85.2947","87.3577","89.2878","89.9997","89.1093","90.8716","","",
"에스토니아","- 시간 사용에 대한 만족도[척도]","척도","","","","","6.95366","","","","7.10707","",
"에스토니아","- 시간 사용에 대한 만족도 점수 5 이하[%]","%","","","","","12.30171","","","","10.49697","",
"에스토니아","- 시간 사용에 대한 만족도 상위 5분위[5분위]","5분위","","","","","2.58291","","","","2.53004","",
"에스토니아","- 출생 시 기대 수명[년]","년","77.4","78","78","78.4","78.5","79","78.9","77.2","78.2","",
"에스토니아","- 긍정적인 건강 인식[%]","%","51.8","51.4","52.8","52.5","51.6","56.5","58.4","58.2","57.7","",
"에스토니아","- 부정적인 건강 인식[%]","%","16.5","15.7","14.4","14.6","14.7","13.3","11.4","12.1","13","",
"에스토니아","- 자살, 알코올, 약물로 인한 사망[명]","명","37.61367","50.8483","50.31729","35.94931","28.54173","27.09694","28.84238","","","",
"에스토니아","- 자가보고 우울증[%]","%","6.9","","","","","8.2","","","","",
"에스토니아","- 학생 독서 기술[점수]","점수","","519.14286","","","523.01702","","","","511.03","",
"에스토니아","- 낮은 독서 기술을 가진 학생[%]","%","","","","","4.21784","","","","5.20319","",
"에스토니아","- 독서 점수 상위 10분위[10분위]","10분위","","","","","1.60104","","","","1.61935","",
"에스토니아","- 학생 수학 기술[점수]","점수","","519.52913","","","523.41458","","","","509.95","",
"에스토니아","- 낮은 수학 기술을 가진 학생[%]","%","","","","","4.21784","","","","5.20319","",
"에스토니아","- 수학 점수 상위 10분위[10분위]","10분위","","","","","1.49794","","","","1.54595","",
"에스토니아","- 학생 과학 기술[점수]","점수","","534.19374","","","530.108","","","","525.81","",
"에스토니아","- 낮은 과학 기술을 가진 학생[%]","%","","","","","4.21784","","","","5.20319","",
"에스토니아","- 과학 점수 상위 10분위[10분위]","10분위","","","","","1.54467","","","","1.56639","",
"에스토니아","- 사회적 지원[%]","%","92.42488","92.42488","92.42488","93.41482","93.41482","93.41482","95.18177","95.18177","94.57519","94.57519",
"에스토니아","- 사회적 지원 부족[%]","%","8.07112","8.06449","6.1069","6.35081","6.58248","6.49534","4.1864","5.36469","6.55613","",
"에스토니아","- 개인 관계에 대한 만족도[척도]","척도","","","","","7.99255","","","","8.00018","",
"에스토니아","- 개인 관계에 대한 만족도 점수 5 이하[%]","%","","","","","4.04938","","","","4.53082","",
"에스토니아","- 개인 관계 만족도 상위 5분위[5분위]","5분위","","","","","1.9219","","","","1.94703","",
"에스토니아","- 정부에 의견을 반영할 권리가 있음[%]","%","","","","","","","","22.03013","","",
"에스토니아","- 정부에 의견을 반영할 권리가 없음[%]","%","","","","","","","","61.61635","","",
"에스토니아","- 투표율[%]","%","","64.23","","","","63.67","","","","",
"에스토니아","- 녹지 공간 접근성[%]","%","","","","","72.85023","","","","","",
"에스토니아","- 공기 오염에 노출[%]","%","99.99","99.53","98.6","92.7","99.79","97.87","91.28","","","",
"에스토니아","- 살인사건[명]","명","3.1","3.1","2.4","2.2","2.1","1.9","3.2","1.9","","",
"에스토니아","- 밤에 안전하다고 느끼는 정도[%]","%","72.22072","72.22072","72.22072","79.77008","79.77008","79.77008","85.05275","85.05275","88.103","88.103",
"에스토니아","- 밤에 안전하지 않다고 느끼는 정도[%]","%","26.74684","27.88754","22.91867","20.34441","16.60935","18.09999","13.00348","14.35343","11.50359","",
"에스토니아","- 삶의 만족도[척도]","척도","","","","","7.05739","","","7.27135","7.21844","7.2",
"에스토니아","- 삶의 만족도 점수 5 이하[%]","%","","","","","7.41139","","","6.00271","5.81504","",
"에스토니아","- 삶의 만족도 점수 상위 5분위[5분위]","5분위","","","","","2.17052","","","2.10409","2.10144","",
"에스토니아","- 부정적인 감정 균형[%]","%","13.2205","13.2205","13.2205","9.55952","9.55952","9.55952","8.72075","8.72075","8.76928","8.76928",
"핀란드","- 가계 및 비영리단체 1인당 순조정가처분소득[US$]","US$","34861","35139","35698","35966","36567","37295","37366","37939","37250","",
"핀란드","- 평균 가계 가처분소득 상위 5분위[5분위]","5분위","3.7","3.7","3.7","3.8","3.9","3.9","3.7","3.9","3.9","",
"핀란드","- 중위 순자산[US$]","US$","","","130234","","","","","","","",
"핀란드","- 자산 상위 10분위[%]","%","","","46.77474","","","","","","","",
"핀란드","- 상대적 소득 빈곤선 이하의 가계 가처분소득[%]","%","6.8","6.3","5.8","6.3","6.5","6.4","5.7","6.7","6.7","",
"핀란드","- 생계 유지를 위한 어려움[%]","%","7.4","7","6.9","6.7","6.1","6.4","6.8","5.9","6.1","7.5",
"핀란드","- 연간 국가 상대 소득 빈곤선의 3개월치 이하의 동등액 액면 금융자산[%]","%","","","41.4","","","","","","","",
"핀란드","- 고용률[%]","%","74.824","74.718","75.08","75.911","78.046","78.935","78.557","78.72","80.184","79.989",
"핀란드","- 성별 임금 격차[%]","%","19.60908","18.05598","16.47226","17.71792","18.8552","17.15983","15.9786","15.34079","17.51686","",
"핀란드","- 장기 실업률[%]","%","2.01438","2.38466","2.37669","2.18222","1.70008","1.25479","1.25413","1.87624","1.58455","",
"핀란드","- 취업, 교육 또는 훈련을 받지 않는 청소년[%]","%","10.82265","12.18393","11.14754","11.07492","9.66667","8.89262","9.67742","10.30405","8.98305","",
"핀란드","- 노동 시장 불안정성[%]","%","2.11114","2.53882","2.24455","","","","","","","",
"핀란드","- 직무 부담[%]","%","","16.33813","","","","","","","","",
"핀란드","- 장시간의 유급 근무[%]","%","3.6","3.71","3.91","3.81","3.9","3.9","3.61","3.18","2.87","",
"핀란드","- 연간 평균 총 소득[US$]","US$","49449","49836","50274","49985","50354","50873","51092","52785.31963","51835.87394","",
"핀란드","- 총 중위 소득의 2/3 미만을 버는 전일제 근로자[%]","%","8.44907","7.76818","7.07587","7.55309","7.31696","8.62716","","8.35929","8.87087","",
"핀란드","- 상위 소득 10분위의 전일제 근로자[10분위]","10분위","2.56789","2.56165","2.50286","2.57131","2.57627","2.56142","2.5461","2.57232","2.57021","",
"핀란드","- 과밀 주거 가구[%]","%","9.26182","8.76196","8.95079","8.0645","8.85026","8.93049","9.28948","9.42324","10.26662","",
"핀란드","- 주거 비용 부담[%]","%","77.66211","77.27936","76.94259","76.72468","76.83053","76.93081","76.66013","76.56742","76.40166","",
"핀란드","- 주거 비용 과부담[%]","%","18.61753","20.66111","19.57472","19.45315","20.55645","19.88318","19.10993","18.96191","24.06341","",
"핀란드","- 기본 위생시설에 접근하지 못하는 저소득 가구[%]","%","2.2717","2.8785","2.33697","2.09469","1.85202","1.54004","1.20255","","","",
"핀란드","- 가정 내 인터넷 접속 여부[%]","%","88.916","89.524","91.21","93.4095","92.9988","93.0666","94.8272","95.4751","","",
"핀란드","- 시간 사용에 대한 만족도[척도]","척도","","","","","7.7784","","","","7.67782","",
"핀란드","- 시간 사용에 대한 만족도 점수 5 이하[%]","%","","","","","5.81546","","","","7.39401","",
"핀란드","- 시간 사용에 대한 만족도 상위 5분위[5분위]","5분위","","","","","2.04856","","","","2.16132","",
"핀란드","- 출생 시 기대 수명[년]","년","81.3","81.6","81.5","81.7","81.8","82.1","82","81.9","81.2","",
"핀란드","- 긍정적인 건강 인식[%]","%","69.2","69.8","70.2","70.1","68.8","68.3","69.9","70.1","64.3","",
"핀란드","- 부정적인 건강 인식[%]","%","6.4","5.8","6","5.6","5.7","5.6","5.6","6.2","7.1","",
"핀란드","- 자살, 알코올, 약물로 인한 사망[명]","명","45.27604","","43.66773","42.23377","44.16941","42.47506","43.26054","","","",
"핀란드","- 자가보고 우울증[%]","%","4.8","","","","","6.5","","","","",
"핀란드","- 학생 독서 기술[점수]","점수","","526.42475","","","520.07875","","","","490.22","",
"핀란드","- 낮은 독서 기술을 가진 학생[%]","%","","","","","7.01453","","","","11.53723","",
"핀란드","- 독서 점수 상위 10분위[10분위]","10분위","","","","","1.66273","","","","1.77096","",
"핀란드","- 학생 수학 기술[점수]","점수","","511.07685","","","507.30136","","","","484.14","",
"핀란드","- 낮은 수학 기술을 가진 학생[%]","%","","","","","7.01453","","","","11.53723","",
"핀란드","- 수학 점수 상위 10분위[10분위]","10분위","","","","","1.53336","","","","1.63963","",
"핀란드","- 학생 과학 기술[점수]","점수","","530.66116","","","521.88456","","","","510.96","",
"핀란드","- 낮은 과학 기술을 가진 학생[%]","%","","","","","7.01453","","","","11.53723","",
"핀란드","- 과학 점수 상위 10분위[10분위]","10분위","","","","","1.63555","","","","1.75024","",
"핀란드","- 사회적 지원[%]","%","95.12525","95.12525","95.12525","95.44657","95.44657","95.44657","96.5955","96.5955","96.06299","96.06299",
"핀란드","- 사회적 지원 부족[%]","%","4.77861","5.18849","4.58023","3.60458","3.77315","6.23241","3.82845","2.97107","2.55555","",
"핀란드","- 개인 관계에 대한 만족도[척도]","척도","","","","","8.40964","","","","8.18989","",
"핀란드","- 개인 관계에 대한 만족도 점수 5 이하[%]","%","","","","","1.60438","","","","3.19043","",
"핀란드","- 개인 관계 만족도 상위 5분위[5분위]","5분위","","","","","1.52836","","","","1.67162","",
"핀란드","- 정부에 의견을 반영할 권리가 있음[%]","%","","","","","","","","28.77085","","",
"핀란드","- 정부에 의견을 반영할 권리가 없음[%]","%","","","","","","","","57.01161","","",
"핀란드","- 투표율[%]","%","","66.85","","","66.76","68.73","","","","",
"핀란드","- 녹지 공간 접근성[%]","%","","","","","93.88115","","","","","",
"핀란드","- 공기 오염에 노출[%]","%","89.06","77.96","60.28","57.09","71.31","66.68","47.36","","","",
"핀란드","- 살인사건[명]","명","1.4","","1.1","1.1","1.2","1.2","1.3","","","",
"핀란드","- 밤에 안전하다고 느끼는 정도[%]","%","84.62171","84.62171","84.62171","87.61223","87.61223","87.61223","87.60299","87.60299","87.03747","87.03747",
"핀란드","- 밤에 안전하지 않다고 느끼는 정도[%]","%","16.9455","12.48836","15.75286","11.71936","11.34208","13.60454","10.65272","13.81194","11.82712","",
"핀란드","- 교통사고 사망[명]","명","4.20086","4.93443","4.70176","4.32457","4.33511","3.82391","4.03599","4.06593","3.40649","",
"핀란드","- 삶의 만족도[척도]","척도","","","","","8.12618","","","8.05062","7.88412","7.8",
"핀란드","- 삶의 만족도 점수 5 이하[%]","%","","","","","1.76645","","","2.46755","3.23239","",
"핀란드","- 삶의 만족도 점수 상위 5분위[5분위]","5분위","","","","","1.5247","","","1.55753","1.60065","",
"핀란드","- 부정적인 감정 균형[%]","%","7.38445","7.38445","7.38445","8.38881","8.38881","8.38881","8.71029","8.71029","9.27929","9.27929",
"프랑스","- 가계 및 비영리단체 1인당 순조정가처분소득[US$]","US$","37862","38083","38583","39052","39313","39923","39218","40583","40781","",
"프랑스","- 평균 가계 가처분소득 상위 5분위[5분위]","5분위","4.4","4.4","4.3","4.4","4.6","4.4","4.1","4.5","","",
"프랑스","- 중위 순자산[US$]","US$","156475","","","160333","","","","","","",
"프랑스","- 자산 상위 10분위[%]","%","50.5869","","","49.22134","","","","","","",
"프랑스","- 상대적 소득 빈곤선 이하의 가계 가처분소득[%]","%","8.1","8.1","8.3","8.1","8.5","8.4","7.7","8.5","","",
"프랑스","- 생계 유지를 위한 어려움[%]","%","20.7","19.9","19.2","18.1","18.3","16.8","18.5","16.6","21.7","22.1",
"프랑스","- 연간 국가 상대 소득 빈곤선의 3개월치 이하의 동등액 액면 금융자산[%]","%","32.09","","","41.44","","","","","","",
"프랑스","- 고용률[%]","%","71.737","71.844","72.328","72.878","73.473","73.853","73.915","75.389","76.045","76.38",
"프랑스","- 성별 임금 격차[%]","%","9.8721","","","","11.8238","12.07344","11.76493","11.55821","11.55821","",
"프랑스","- 장기 실업률[%]","%","4.41392","4.46983","4.50218","4.17507","3.69644","3.31247","2.97379","2.34403","2.02599","",
"프랑스","- 취업, 교육 또는 훈련을 받지 않는 청소년[%]","%","13.03596","13.96065","14.27861","13.64213","13.17867","12.61824","12.43119","12.50181","11.31096","",
"프랑스","- 노동 시장 불안정성[%]","%","4.18674","3.41614","3.07061","","","","","","","",
"프랑스","- 직무 부담[%]","%","","25.78997","","","","","","","","",
"프랑스","- 장시간의 유급 근무[%]","%","7.66","7.55","7.75","7.64","7.7","7.71","7.69","6.24","6.23","",
"프랑스","- 연간 평균 총 소득[US$]","US$","50929","51415","52010","52732","52664","53172","50550","52542.18892","52763.5938","",
"프랑스","- 총 중위 소득의 2/3 미만을 버는 전일제 근로자[%]","%","7.19048","","","","7.73563","6.3","5.3","9.74092","8.11693","",
"프랑스","- 상위 소득 10분위의 전일제 근로자[10분위]","10분위","2.80667","","","","2.85541","2.90538","2.82682","2.95535","2.8038","",
"프랑스","- 과밀 주거 가구[%]","%","6.31752","6.27817","6.30842","6.37402","6.38396","6.51558","7.61417","7.74598","7.42706","",
"프랑스","- 주거 비용 부담[%]","%","78.92928","78.84052","78.88782","79.06305","79.25492","79.33518","79.56568","79.51916","79.96421","",
"프랑스","- 주거 비용 과부담[%]","%","","10.43596","10.7334","10.19826","9.69242","10.29068","10.18536","","11.24953","",
"프랑스","- 기본 위생시설에 접근하지 못하는 저소득 가구[%]","%","1.62348","1.77155","2.21348","2.58574","1.42423","1.69021",".90833","","","",
"프랑스","- 가정 내 인터넷 접속 여부[%]","%","76.6883","76.0871","79.2876","79.1813","81.3062","82.8373","","88.1137","","",
"프랑스","- 시간 사용에 대한 만족도[척도]","척도","","","","","6.92158","","","","6.58331","",
"프랑스","- 시간 사용에 대한 만족도 점수 5 이하[%]","%","","","","","12.43394","","","","16.89248","",
"프랑스","- 시간 사용에 대한 만족도 상위 5분위[5분위]","5분위","","","","","2.62122","","","","2.8765","",
"프랑스","- 출생 시 기대 수명[년]","년","82.9","82.4","82.7","82.7","82.8","83","82.3","82.4","82.3","",
"프랑스","- 긍정적인 건강 인식[%]","%","68.2","67.8","66.3","67.4","67.5","66.6","68.3","67.8","65.1","",
"프랑스","- 부정적인 건강 인식[%]","%","8.3","7.8","8.1","8.3","8.4","8.9","9.1","8.9","10","",
"프랑스","- 자살, 알코올, 약물로 인한 사망[명]","명","17.49265","17.55619","19.08831","18.51039","","","","","","",
"프랑스","- 자가보고 우울증[%]","%","7","","","","","10.8","","","","",
"프랑스","- 학생 독서 기술[점수]","점수","","499.30614","","","492.60648","","","","473.85","",
"프랑스","- 낮은 독서 기술을 가진 학생[%]","%","","","","","12.5238","","","","16.79661","",
"프랑스","- 독서 점수 상위 10분위[10분위]","10분위","","","","","1.74982","","","","1.83756","",
"프랑스","- 학생 수학 기술[점수]","점수","","492.9204","","","495.40758","","","","473.94","",
"프랑스","- 낮은 수학 기술을 가진 학생[%]","%","","","","","12.5238","","","","16.79661","",
"프랑스","- 수학 점수 상위 10분위[10분위]","10분위","","","","","1.6512","","","","1.67671","",
"프랑스","- 학생 과학 기술[점수]","점수","","494.9776","","","492.97707","","","","487.23","",
"프랑스","- 낮은 과학 기술을 가진 학생[%]","%","","","","","12.5238","","","","16.79661","",
"프랑스","- 과학 점수 상위 10분위[10분위]","10분위","","","","","1.68867","","","","1.77203","",
"프랑스","- 사회적 지원[%]","%","88.60489","88.60489","88.60489","93.71019","93.71019","93.71019","93.09758","93.09758","85.75428","85.75428",
"프랑스","- 사회적 지원 부족[%]","%","12.18491","10.40288","11.50771","6.84401","7.78801","4.12382","5.2451","8.53773","","",
"프랑스","- 개인 관계에 대한 만족도[척도]","척도","","","","","7.97306","","","","7.73615","",
"프랑스","- 개인 관계에 대한 만족도 점수 5 이하[%]","%","","","","","2.91059","","","","4.29207","",
"프랑스","- 개인 관계 만족도 상위 5분위[5분위]","5분위","","","","","1.71501","","","","1.8475","",
"프랑스","- 정부에 의견을 반영할 권리가 있음[%]","%","","","","","","","","25.74843","","",
"프랑스","- 정부에 의견을 반영할 권리가 없음[%]","%","","","","","","","","53.2191","","",
"프랑스","- 투표율[%]","%","","","","77.77","","","","","73.69","",
"프랑스","- 녹지 공간 접근성[%]","%","","","","","62.1777","","","","","",
"프랑스","- 공기 오염에 노출[%]","%","99.79","99.79","99.79","99.79","99.79","99.79","99.79","","","",
"프랑스","- 살인사건[명]","명",".5",".5",".4",".4","","","","","","",
"프랑스","- 밤에 안전하다고 느끼는 정도[%]","%","71.55726","71.55726","71.55726","74.87684","74.87684","74.87684","76.95414","76.95414","74.55762","74.55762",
"프랑스","- 밤에 안전하지 않다고 느끼는 정도[%]","%","26.46529","26.86624","29.63614","25.47972","24.82826","23.58894","24.46845","20.17049","","",
"프랑스","- 교통사고 사망[명]","명","5.28519","5.38251","5.39331","5.33594","5.01815","5.00524","3.9018","4.49827","4.97663","",
"프랑스","- 삶의 만족도[척도]","척도","","","","","7.28768","","","6.84839","7.02946","7.1",
"프랑스","- 삶의 만족도 점수 5 이하[%]","%","","","","","5.12572","","","8.24465","7.09901","",
"프랑스","- 삶의 만족도 점수 상위 5분위[5분위]","5분위","","","","","1.89152","","","2.09425","2.01705","",
"프랑스","- 부정적인 감정 균형[%]","%","11.98434","11.98434","11.98434","14.10088","14.10088","14.10088","11.31736","11.31736","10.77758","10.77758",
"독일","- 가계 및 비영리단체 1인당 순조정가처분소득[US$]","US$","40156","40776","41716","42241","43014","43338","43858","44059","43758","",
"독일","- 평균 가계 가처분소득 상위 5분위[5분위]","5분위","4.4","4.5","4.6","4.5","4.4","4.6","4.9","","","",
"독일","- 중위 순자산[US$]","US$","89548","","","101687","","","","","","",
"독일","- 자산 상위 10분위[%]","%","59.75895","","","55.37125","","","","","","",
"독일","- 상대적 소득 빈곤선 이하의 가계 가처분소득[%]","%","9.5","10.1","10.4","10.4","9.8","10.9","11.6","","","",
"독일","- 생계 유지를 위한 어려움[%]","%","8.5","7.6","6.9","6.1","5.9","5.1","5.7","6.7","8.5","9.7",
"독일","- 연간 국가 상대 소득 빈곤선의 3개월치 이하의 동등액 액면 금융자산[%]","%","31.04","","","39.9","","","","","","",
"독일","- 고용률[%]","%","79.097","79.362","80.081","80.64","81.303","81.953","80.505","80.628","81.796","82.323",
"독일","- 성별 임금 격차[%]","%","17.1875","15.81633","15.51072","14.42786","15.71429","14.35185","12.06257","13.47505","14.38013","",
"독일","- 장기 실업률[%]","%","2.25095","2.07628","1.73099","1.60518","1.43237","1.22527","1.15447","1.21913","1.06156","",
"독일","- 취업, 교육 또는 훈련을 받지 않는 청소년[%]","%","6.74459","6.09565","7.19347","6.97097","6.98731","5.92287","","8.08222","6.92005","",
"독일","- 노동 시장 불안정성[%]","%","1.85173","1.66973","1.42423","","","","","","","",
"독일","- 직무 부담[%]","%","","28.53309","","","","","","","","",
"독일","- 장시간의 유급 근무[%]","%","4.96","4.75","4.59","4.26","3.92","3.81","3.65","3.97","3.65","",
"독일","- 연간 평균 총 소득[US$]","US$","56141","57431","58311","58924","59750","60732","60309","60291.24177","58940.3278","",
"독일","- 총 중위 소득의 2/3 미만을 버는 전일제 근로자[%]","%","18.01181","19.22988","18.83044","17.16599","17.63444","17.76607","17.45174","16.2957","16","",
"독일","- 상위 소득 10분위의 전일제 근로자[10분위]","10분위","3.41969","3.51515","3.36275","3.338","3.33333","3.1342","3.12917","3.09532","2.99042","",
"독일","- 과밀 주거 가구[%]","%","6.14942","","","","","","9.20467","8.8812","8.98638","",
"독일","- 주거 비용 부담[%]","%","78.9965","79.09997","79.37281","79.62709","80.01592","79.94336","79.81135","79.88641","79.9413","",
"독일","- 주거 비용 과부담[%]","%","9.04408","12.93322","10.59321","9.99273","10.1965","9.47194","10.38138","10.70798","9.22855","",
"독일","- 기본 위생시설에 접근하지 못하는 저소득 가구[%]","%","1.06126","0","0","0","0","0","","","","",
"독일","- 가정 내 인터넷 접속 여부[%]","%","86.5778","87.8287","89.5972","91.6003","90.2508","93.9261","94.8271","88.8377","","",
"독일","- 시간 사용에 대한 만족도[척도]","척도","","","","","6.68518","","","","6.97091","",
"독일","- 시간 사용에 대한 만족도 점수 5 이하[%]","%","","","","","18.76368","","","","14.47815","",
"독일","- 시간 사용에 대한 만족도 상위 5분위[5분위]","5분위","","","","","3.24483","","","","2.77502","",
"독일","- 출생 시 기대 수명[년]","년","81.2","80.7","81","81.1","81","81.3","81.1","80.8","80.7","",
"독일","- 긍정적인 건강 인식[%]","%","65.2","64.5","65.2","65.4","65.5","65.5","63.8","63","64.3","",
"독일","- 부정적인 건강 인식[%]","%","8","8.3","8.3","8.4","8.4","8.5","12.3","12.4","11.4","",
"독일","- 자살, 알코올, 약물로 인한 사망[명]","명","18.05154","17.99797","18.71796","17.9914","18.1974","17.63482","18.03735","","","",
"독일","- 자가보고 우울증[%]","%","8.5","","","","","9.1","","","","",
"독일","- 학생 독서 기술[점수]","점수","","509.10414","","","498.27926","","","","479.79","",
"독일","- 낮은 독서 기술을 가진 학생[%]","%","","","","","12.81518","","","","16.70439","",
"독일","- 독서 점수 상위 10분위[10분위]","10분위","","","","","1.7863","","","","1.81129","",
"독일","- 학생 수학 기술[점수]","점수","","505.97128","","","500.04378","","","","474.83","",
"독일","- 낮은 수학 기술을 가진 학생[%]","%","","","","","12.81518","","","","16.70439","",
"독일","- 수학 점수 상위 10분위[10분위]","10분위","","","","","1.66474","","","","1.70867","",
"독일","- 학생 과학 기술[점수]","점수","","509.14065","","","502.9889","","","","492.43","",
"독일","- 낮은 과학 기술을 가진 학생[%]","%","","","","","12.81518","","","","16.70439","",
"독일","- 과학 점수 상위 10분위[10분위]","10분위","","","","","1.74193","","","","1.79211","",
"독일","- 사회적 지원[%]","%","92.31705","92.31705","92.31705","89.91988","89.91988","89.91988","88.63315","88.63315","90.53203","90.53203",
"독일","- 사회적 지원 부족[%]","%","6.23085","7.38153","9.34332","10.7074","7.92319","11.31004","9.44534","13.23736","8.4091","",
"독일","- 개인 관계에 대한 만족도[척도]","척도","","","","","7.93533","","","","8.01844","",
"독일","- 개인 관계에 대한 만족도 점수 5 이하[%]","%","","","","","7.09649","","","","5.62925","",
"독일","- 개인 관계 만족도 상위 5분위[5분위]","5분위","","","","","2.1094","","","","2.00884","",
"독일","- 투표율[%]","%","","","","76.15","","","","76.58","","",
"독일","- 녹지 공간 접근성[%]","%","","","","","67.4725","","","","","",
"독일","- 공기 오염에 노출[%]","%","100","100","100","100","100","100","99.99","","","",
"독일","- 살인사건[명]","명",".4",".5",".4",".4",".4",".4",".4","","","",
"독일","- 밤에 안전하다고 느끼는 정도[%]","%","76.78182","76.78182","76.78182","72.99687","72.99687","72.99687","75.58388","75.58388","78.4477","78.4477",
"독일","- 밤에 안전하지 않다고 느끼는 정도[%]","%","19.13668","23.98244","25.69901","28.71082","23.8641","27.04146","22.03156","25.76245","18.33311","",
"독일","- 교통사고 사망[명]","명","4.18114","4.25998","3.9014","3.85353","3.95568","3.66903","3.26934","3.08099","3.34947","",
"독일","- 삶의 만족도[척도]","척도","","","","","7.42742","","","7.25846","6.65654","7",
"독일","- 삶의 만족도 점수 5 이하[%]","%","","","","","7.60977","","","8.28526","14.56215","",
"독일","- 삶의 만족도 점수 상위 5분위[5분위]","5분위","","","","","2.14804","","","2.30541","2.69366","",
